EmployeeID,Age,Department,DistanceFromHome,JobRole,MonthlyIncome,OverTime,YearsAtCompany,JobSatisfaction,WorkLifeBalance,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,Attrition,PerformanceRating
E1337,52,Sales,5,Manager,10100,No,27,4,4,4,33,4,No,4
E1338,31,Research & Development,12,Laboratory Technician,4500,No,7,3,3,2,10,2,No,3
E1339,47,Sales,3,Sales Executive,7800,No,21,4,4,1,26,3,No,4
E1340,29,Human Resources,8,Human Resources,4300,Yes,6,2,2,3,9,2,No,3
E1341,40,Research & Development,10,Research Scientist,6100,Yes,14,2,2,3,19,3,No,3
E1342,25,Sales,5,Sales Representative,3400,No,3,3,3,1,4,1,No,3
E1343,49,Human Resources,12,Manager,9100,No,22,4,4,3,28,4,No,4
E1344,34,Research & Development,2,Research Scientist,5600,No,10,3,3,2,14,3,No,3
E1345,53,Sales,4,Manager,10300,No,26,4,3,4,32,4,No,4
E1346,27,Human Resources,1,Human Resources,3800,Yes,4,2,2,1,5,2,Yes,3
E1347,45,Research & Development,2,Research Scientist,7400,No,19,4,3,1,23,3,No,4
E1348,32,Sales,10,Sales Representative,4600,No,7,3,3,2,9,2,No,3
E1349,50,Research & Development,15,Research Scientist,8300,No,22,4,4,4,29,3,No,4
E1350,36,Human Resources,3,Human Resources,5100,No,9,4,3,2,14,3,No,3
E1351,41,Sales,6,Sales Executive,6200,Yes,13,2,2,1,18,3,Yes,3
E1352,28,Research & Development,4,Laboratory Technician,4000,Yes,5,2,2,2,7,2,No,3
E1353,55,Sales,2,Manager,11800,No,31,4,4,2,35,5,No,4
E1354,33,Human Resources,15,Human Resources,4300,Yes,6,1,1,3,10,2,Yes,2
E1355,44,Research & Development,2,Research Scientist,7100,No,18,4,4,1,22,3,No,4
E1356,30,Sales,11,Sales Representative,4300,Yes,5,2,1,1,7,2,Yes,3
E1357,51,Human Resources,6,Manager,9500,No,24,4,3,5,30,4,No,4
E1358,26,Research & Development,5,Laboratory Technician,3500,Yes,4,2,2,2,6,2,No,3
E1359,48,Sales,1,Sales Executive,7900,No,21,4,4,1,26,3,No,4
E1360,35,Research & Development,12,Research Scientist,5700,Yes,11,2,2,2,14,3,Yes,3
E1361,22,Sales,8,Sales Representative,3000,Yes,1,1,1,1,1,1,Yes,2
E1362,46,Human Resources,4,Manager,8700,No,20,4,4,4,25,4,No,4
E1363,39,Sales,13,Sales Executive,6000,Yes,12,2,2,1,17,3,Yes,3
E1364,31,Research & Development,6,Laboratory Technician,4600,No,7,3,3,3,10,2,No,3
E1365,54,Sales,9,Manager,10800,No,28,4,4,3,34,5,No,4
E1366,27,Research & Development,3,Research Scientist,3900,No,5,3,3,2,6,2,No,3
E1367,43,Human Resources,5,Manager,8500,No,17,4,3,3,23,4,No,4
E1368,34,Sales,11,Sales Representative,4500,No,9,3,3,1,11,2,No,3
E1369,52,Research & Development,1,Manager,10100,No,26,4,4,4,32,5,No,4
E1370,25,Sales,7,Sales Representative,3400,Yes,3,1,1,1,4,1,Yes,2
E1371,40,Human Resources,15,Manager,9300,No,23,4,3,5,29,4,No,4
E1372,32,Research & Development,8,Laboratory Technician,4800,Yes,7,2,2,1,10,2,No,3
E1373,50,Sales,5,Sales Executive,7800,No,22,4,3,4,28,4,No,4
E1374,28,Research & Development,2,Research Scientist,4000,Yes,5,2,2,1,6,2,Yes,2
E1375,45,Human Resources,3,Manager,8900,No,19,4,4,4,25,4,No,4
E1376,33,Sales,14,Sales Representative,4900,No,9,3,3,1,12,2,No,3
E1377,29,Research & Development,6,Laboratory Technician,4100,Yes,5,2,2,2,7,2,No,3
E1378,53,Sales,4,Manager,10200,No,27,4,4,4,33,5,No,4
E1379,37,Human Resources,2,Human Resources,5300,Yes,11,2,2,2,15,3,Yes,3
E1380,42,Research & Development,19,Research Scientist,7000,No,17,4,3,1,22,3,No,4
E1381,26,Sales,4,Sales Representative,3500,Yes,4,1,1,1,5,1,Yes,2
E1382,49,Sales,6,Sales Executive,8100,No,23,3,3,2,29,4,No,4
E1383,34,Research & Development,5,Laboratory Technician,5000,Yes,9,2,2,3,13,2,No,3
E1384,51,Human Resources,17,Manager,9500,No,24,4,3,5,30,4,No,4
E1385,28,Sales,2,Sales Executive,3800,Yes,5,2,2,1,6,2,Yes,3
E1386,40,Research & Development,13,Research Scientist,6500,No,15,4,3,1,20,3,No,4
E1387,32,Sales,10,Sales Representative,4500,No,7,3,3,2,9,2,No,3
E1388,45,Sales,3,Sales Executive,7400,No,20,4,3,3,25,4,No,4
E1389,30,Research & Development,7,Laboratory Technician,4200,Yes,6,2,2,2,8,2,No,3
E1390,53,Human Resources,11,Manager,10200,No,27,4,4,4,32,5,No,4
E1391,34,Sales,5,Sales Representative,4700,Yes,9,2,1,1,11,2,Yes,3
E1392,46,Research & Development,2,Research Scientist,7700,No,21,4,3,1,25,3,No,4
E1393,37,Sales,12,Sales Executive,6000,Yes,12,3,2,2,16,3,Yes,3
E1394,31,Research & Development,16,Laboratory Technician,4400,No,7,3,3,2,10,2,No,3
E1395,48,Sales,7,Sales Executive,8200,No,22,4,4,4,28,4,No,4
E1396,25,Human Resources,5,Human Resources,3600,Yes,4,1,1,2,5,1,Yes,2
E1397,42,Sales,4,Sales Executive,6700,No,16,3,3,1,21,3,No,4
E1398,29,Research & Development,13,Laboratory Technician,4100,Yes,6,2,2,3,8,2,No,3
E1399,56,Sales,9,Manager,11900,No,32,4,4,2,38,5,No,4
E1400,35,Research & Development,3,Research Scientist,5700,No,11,3,3,2,15,3,No,3
E1401,51,Human Resources,16,Manager,9600,No,23,4,3,5,29,4,No,4
E1402,33,Sales,11,Sales Executive,5400,Yes,9,2,2,1,13,3,Yes,3
E1403,28,Research & Development,5,Research Scientist,4000,No,6,3,3,2,7,2,No,3
E1404,44,Sales,2,Sales Executive,7000,No,18,4,3,1,23,3,No,4
E1405,40,Research & Development,17,Laboratory Technician,5800,Yes,14,2,2,3,18,3,No,3
E1406,52,Sales,13,Manager,9800,No,25,4,4,3,31,4,No,4
E1407,26,Human Resources,7,Human Resources,3700,Yes,4,1,1,2,6,1,Yes,2
E1408,37,Sales,9,Sales Representative,4900,No,11,4,3,1,15,2,No,3
E1409,41,Research & Development,23,Research Scientist,6700,No,16,4,3,1,21,3,No,4
E1410,33,Sales,6,Sales Executive,5100,Yes,8,2,2,2,11,2,Yes,3
E1411,48,Research & Development,4,Laboratory Technician,6600,No,22,4,4,4,27,4,No,4
E1412,30,Sales,11,Sales Executive,4800,Yes,7,2,2,1,8,2,Yes,3
E1413,55,Research & Development,6,Manager,11000,No,30,4,3,2,35,5,No,4
E1414,32,Human Resources,15,Human Resources,4300,Yes,6,1,1,3,10,2,Yes,2
E1415,44,Sales,2,Sales Representative,6100,No,17,4,3,1,22,3,No,4
E1416,36,Research & Development,9,Laboratory Technician,5200,Yes,10,2,2,2,14,2,No,3
E1417,25,Sales,5,Sales Executive,3500,No,3,3,3,1,4,1,No,3
E1418,49,Research & Development,12,Research Scientist,7800,No,24,4,3,3,28,4,No,4
E1419,38,Human Resources,3,Human Resources,5300,Yes,12,2,2,2,16,3,Yes,3
E1420,34,Sales,14,Sales Executive,5600,No,11,3,3,1,13,2,No,3
E1421,51,Research & Development,19,Research Scientist,8300,No,22,4,4,4,30,3,No,4
E1422,27,Sales,7,Sales Representative,3900,Yes,5,2,1,1,6,2,Yes,2
E1423,46,Sales,4,Sales Executive,7300,No,20,4,3,2,25,4,No,4
E1424,33,Research & Development,10,Laboratory Technician,5000,Yes,8,2,2,3,12,2,No,3
E1425,29,Human Resources,6,Human Resources,4000,No,6,3,3,2,7,2,No,3
E1426,54,Research & Development,2,Manager,10300,No,27,4,4,5,33,5,No,4
E1427,40,Sales,21,Sales Executive,6200,Yes,13,2,2,1,19,3,Yes,3
E1428,35,Research & Development,15,Research Scientist,5700,No,12,3,3,2,16,3,No,3
E1429,23,Sales,9,Sales Representative,3100,Yes,2,1,1,1,2,1,Yes,2
E1430,42,Human Resources,13,Manager,8000,No,18,4,3,3,24,4,No,4
E1431,37,Research & Development,5,Laboratory Technician,5400,Yes,11,2,2,2,15,2,No,3
E1432,36,Sales,11,Sales Executive,5800,No,12,3,3,2,16,2,No,3
E1433,28,Sales,2,Sales Representative,3600,Yes,5,2,2,1,5,2,Yes,2
E1434,45,Research & Development,7,Research Scientist,7200,No,19,4,4,1,23,3,No,4
E1435,32,Human Resources,16,Human Resources,4500,Yes,7,1,1,3,11,2,Yes,2
E1436,56,Sales,4,Manager,11900,No,32,4,4,2,36,5,No,4
E1437,30,Research & Development,13,Laboratory Technician,4300,No,6,3,3,2,8,2,No,3
E1438,39,Sales,6,Sales Executive,6000,Yes,12,2,2,1,17,3,Yes,3
E1439,43,Research & Development,3,Research Scientist,6800,No,17,4,3,1,21,3,No,4
E1440,26,Sales,10,Sales Representative,3400,Yes,4,1,1,1,4,1,Yes,2
E1441,47,Human Resources,14,Manager,8900,No,22,4,4,4,26,4,No,4
E1442,35,Sales,5,Sales Executive,5000,No,8,3,3,1,10,2,No,3
E1443,40,Research & Development,15,Research Scientist,6200,No,12,4,3,2,18,3,No,4
E1444,26,Sales,7,Sales Representative,3400,Yes,3,1,2,1,4,2,Yes,3
E1445,45,Human Resources,4,Manager,8800,No,18,4,4,3,25,4,No,4
E1446,32,Research & Development,9,Laboratory Technician,4900,Yes,7,2,2,4,11,2,No,3
E1447,29,Sales,1,Sales Executive,4600,No,6,3,3,1,7,3,No,3
E1448,38,Research & Development,20,Research Scientist,6000,Yes,10,2,2,2,15,2,Yes,3
E1449,50,Sales,12,Sales Executive,7800,No,22,4,3,4,28,4,No,4
E1450,24,Research & Development,5,Laboratory Technician,3200,Yes,2,1,1,1,2,2,Yes,2
E1451,36,Human Resources,8,Human Resources,5000,No,10,4,3,2,14,3,No,3
E1452,41,Sales,14,Sales Executive,6300,No,14,3,3,1,19,3,No,4
E1453,27,Research & Development,3,Laboratory Technician,3800,Yes,4,2,2,2,6,2,No,3
E1454,54,Sales,2,Manager,10800,No,28,4,4,3,34,5,No,4
E1455,33,Sales,6,Sales Representative,4500,No,9,3,3,1,11,2,No,3
E1456,30,Research & Development,10,Research Scientist,5300,Yes,7,2,2,1,9,2,Yes,3
E1457,47,Human Resources,18,Manager,9200,No,21,4,3,5,29,4,No,4
E1458,25,Sales,4,Sales Representative,3300,Yes,2,1,1,1,3,1,Yes,2
E1459,43,Research & Development,7,Research Scientist,7100,No,16,4,4,2,22,3,No,4
E1460,34,Sales,11,Sales Executive,5500,Yes,9,2,2,1,12,2,Yes,3
E1461,52,Research & Development,1,Manager,10100,No,26,4,4,4,32,5,No,4
E1462,28,Human Resources,5,Human Resources,3900,No,4,3,3,2,6,2,No,3
E1463,39,Sales,13,Sales Executive,6100,Yes,12,2,2,1,18,3,Yes,3
E1464,31,Research & Development,6,Laboratory Technician,4600,No,7,3,3,3,10,2,No,3
E1465,55,Sales,9,Manager,11500,No,32,4,4,2,36,5,No,4
E1466,23,Research & Development,12,Research Scientist,3100,Yes,1,1,1,1,1,1,Yes,2
E1467,42,Sales,8,Sales Representative,5800,No,15,4,3,1,20,3,No,4
E1468,37,Human Resources,3,Human Resources,5200,Yes,10,2,2,2,14,3,Yes,3
E1469,49,Research & Development,10,Research Scientist,8200,No,22,4,4,3,27,3,No,4
E1470,26,Sales,1,Sales Executive,3800,No,4,3,3,1,5,2,No,3
E1471,44,Sales,15,Sales Executive,7000,No,18,4,3,2,23,4,No,4
E1472,33,Research & Development,4,Laboratory Technician,4900,Yes,8,2,2,3,12,2,No,3
E1473,51,Human Resources,6,Manager,9400,No,24,4,3,5,30,4,No,4
E1474,30,Sales,11,Sales Representative,4200,Yes,5,2,1,1,7,2,Yes,3
E1475,46,Research & Development,2,Research Scientist,7800,No,20,4,4,1,25,3,No,4
E1476,35,Sales,9,Sales Executive,5400,No,10,3,3,2,13,2,No,3
E1477,28,Research & Development,13,Laboratory Technician,4000,Yes,5,2,2,2,6,2,No,3
E1478,53,Sales,4,Manager,10200,No,27,4,4,4,33,5,No,4
E1479,34,Human Resources,7,Human Resources,4700,Yes,9,2,2,3,11,2,Yes,3
E1480,41,Research & Development,18,Research Scientist,6800,No,16,4,3,1,21,3,No,4
E1481,25,Sales,3,Sales Representative,3400,Yes,3,1,1,1,4,1,Yes,2
E1482,48,Sales,5,Sales Executive,7900,No,22,3,3,2,28,4,No,4
E1483,32,Research & Development,8,Laboratory Technician,4800,Yes,7,2,2,1,10,2,No,3
E1484,50,Human Resources,16,Manager,9300,No,23,4,3,5,29,4,No,4
E1485,27,Sales,1,Sales Executive,3700,Yes,4,2,2,1,5,2,Yes,3
E1486,39,Research & Development,12,Research Scientist,6400,No,14,4,3,1,19,3,No,4
E1487,31,Sales,9,Sales Representative,4400,No,6,3,3,2,8,2,No,3
E1488,44,Sales,2,Sales Executive,7200,No,19,4,3,3,24,4,No,4
E1489,29,Research & Development,6,Laboratory Technician,4100,Yes,5,2,2,2,7,2,No,3
E1490,52,Human Resources,10,Manager,10000,No,26,4,4,4,31,5,No,4
E1491,33,Sales,4,Sales Representative,4600,Yes,8,2,1,1,10,2,Yes,3
E1492,45,Research & Development,1,Research Scientist,7500,No,20,4,3,1,24,3,No,4
E1493,36,Sales,11,Sales Executive,5800,Yes,11,3,2,2,15,3,Yes,3
E1494,30,Research & Development,15,Laboratory Technician,4300,No,6,3,3,2,9,2,No,3
E1495,47,Sales,6,Sales Executive,8000,No,21,4,4,4,27,4,No,4
E1496,24,Human Resources,4,Human Resources,3500,Yes,3,1,1,2,4,1,Yes,2
E1497,41,Sales,3,Sales Executive,6500,No,15,3,3,1,20,3,No,4
E1498,28,Research & Development,12,Laboratory Technician,4000,Yes,5,2,2,3,7,2,No,3
E1499,55,Sales,8,Manager,11800,No,31,4,4,2,37,5,No,4
E1500,34,Research & Development,2,Research Scientist,5600,No,10,3,3,2,14,3,No,3
E1501,50,Human Resources,15,Manager,9400,No,22,4,3,5,28,4,No,4
E1502,32,Sales,10,Sales Executive,5300,Yes,8,2,2,1,12,3,Yes,3
E1503,27,Research & Development,4,Research Scientist,3900,No,5,3,3,2,6,2,No,3
E1504,43,Sales,1,Sales Executive,6900,No,17,4,3,1,22,3,No,4
E1505,39,Research & Development,16,Laboratory Technician,5700,Yes,13,2,2,3,17,3,No,3
E1506,51,Sales,12,Manager,9600,No,24,4,4,3,30,4,No,4
E1507,25,Human Resources,6,Human Resources,3600,Yes,3,1,1,2,5,1,Yes,2
E1508,36,Sales,8,Sales Representative,4800,No,10,4,3,1,14,2,No,3
E1509,40,Research & Development,22,Research Scientist,6600,No,15,4,3,1,20,3,No,4
E1510,32,Sales,5,Sales Executive,5000,Yes,7,2,2,2,10,2,Yes,3
E1511,47,Research & Development,3,Laboratory Technician,6500,No,21,4,4,4,26,4,No,4
E1512,29,Sales,10,Sales Executive,4700,Yes,6,2,2,1,7,2,Yes,3
E1513,54,Research & Development,5,Manager,10800,No,29,4,3,2,34,5,No,4
E1514,31,Human Resources,14,Human Resources,4200,Yes,5,1,1,3,9,2,Yes,2
E1515,43,Sales,1,Sales Representative,6000,No,16,4,3,1,21,3,No,4
E1516,35,Research & Development,8,Laboratory Technician,5100,Yes,9,2,2,2,13,2,No,3
E1517,24,Sales,4,Sales Executive,3400,No,2,3,3,1,3,1,No,3
E1518,48,Research & Development,11,Research Scientist,7700,No,23,4,3,3,27,4,No,4
E1519,37,Human Resources,2,Human Resources,5200,Yes,11,2,2,2,15,3,Yes,3
E1520,33,Sales,13,Sales Executive,5500,No,10,3,3,1,12,2,No,3
E1521,50,Research & Development,18,Research Scientist,8200,No,21,4,4,4,29,3,No,4
E1522,26,Sales,6,Sales Representative,3800,Yes,4,2,1,1,5,2,Yes,2
E1523,45,Sales,3,Sales Executive,7200,No,19,4,3,2,24,4,No,4
E1524,32,Research & Development,9,Laboratory Technician,4900,Yes,7,2,2,3,11,2,No,3
E1525,28,Human Resources,5,Human Resources,3900,No,5,3,3,2,6,2,No,3
E1526,53,Research & Development,1,Manager,10200,No,26,4,4,5,32,5,No,4
E1527,39,Sales,20,Sales Executive,6100,Yes,12,2,2,1,18,3,Yes,3
E1528,34,Research & Development,14,Research Scientist,5600,No,11,3,3,2,15,3,No,3
E1529,22,Sales,8,Sales Representative,3000,Yes,1,1,1,1,1,1,Yes,2
E1530,41,Human Resources,12,Manager,7900,No,17,4,3,3,23,4,No,4
E1531,36,Research & Development,4,Laboratory Technician,5300,Yes,10,2,2,2,14,2,No,3
E1532,49,Sales,10,Sales Executive,8300,No,22,3,3,4,27,3,No,4
E1533,27,Sales,1,Sales Representative,3500,Yes,4,2,2,1,4,2,Yes,2
E1534,44,Research & Development,6,Research Scientist,7100,No,18,4,4,1,22,3,No,4
E1535,31,Human Resources,15,Human Resources,4400,Yes,6,1,1,3,10,2,Yes,2
E1536,55,Sales,3,Manager,11800,No,31,4,4,2,35,5,No,4
E1537,29,Research & Development,12,Laboratory Technician,4200,No,5,3,3,2,7,2,No,3
E1538,38,Sales,5,Sales Executive,5900,Yes,11,2,2,1,16,3,Yes,3
E1539,42,Research & Development,2,Research Scientist,6700,No,16,4,3,1,20,3,No,4
E1540,25,Sales,9,Sales Representative,3300,Yes,3,1,1,1,3,1,Yes,2
E1541,46,Human Resources,13,Manager,8800,No,21,4,4,4,25,4,No,4
E1542,34,Sales,5,Sales Executive,5200,No,7,3,3,1,10,2,No,3
E1543,41,Research & Development,12,Research Scientist,6300,No,15,4,3,2,20,3,No,4
E1544,28,Sales,8,Sales Representative,3500,Yes,4,1,2,1,5,2,Yes,3
E1545,47,Human Resources,6,Manager,8900,No,19,4,4,3,26,4,No,4
E1546,33,Research & Development,10,Laboratory Technician,5000,Yes,8,2,2,4,12,2,No,3
E1547,30,Sales,2,Sales Executive,4800,No,6,3,3,1,8,3,No,3
E1548,39,Research & Development,18,Research Scientist,6200,Yes,11,2,2,2,16,2,Yes,3
E1549,51,Sales,14,Sales Executive,8000,No,24,4,3,4,30,4,No,4
E1550,25,Research & Development,6,Laboratory Technician,3300,Yes,3,1,1,1,4,2,Yes,2
E1551,37,Human Resources,9,Human Resources,5200,No,11,4,3,2,15,3,No,3
E1552,42,Sales,15,Sales Executive,6500,No,16,3,3,1,21,3,No,4
E1553,28,Research & Development,4,Laboratory Technician,3900,Yes,5,2,2,2,7,2,No,3
E1554,55,Sales,1,Manager,12000,No,33,4,4,3,36,5,No,4
E1555,34,Sales,7,Sales Representative,4700,No,10,3,3,1,12,2,No,3
E1556,31,Research & Development,11,Research Scientist,5400,Yes,8,2,2,1,10,2,Yes,3
E1557,48,Human Resources,20,Manager,9400,No,22,4,3,5,30,4,No,4
E1558,26,Sales,5,Sales Representative,3400,Yes,3,1,1,1,4,1,Yes,2
E1559,44,Research & Development,8,Research Scientist,7300,No,17,4,4,2,23,3,No,4
E1560,35,Sales,12,Sales Executive,5600,Yes,10,2,2,1,13,2,Yes,3
E1561,53,Research & Development,2,Manager,10300,No,27,4,4,4,33,5,No,4
E1562,29,Human Resources,6,Human Resources,4000,No,5,3,3,2,7,2,No,3
E1563,40,Sales,14,Sales Executive,6300,Yes,13,2,2,1,19,3,Yes,3
E1564,32,Research & Development,7,Laboratory Technician,4700,No,8,3,3,3,11,2,No,3
E1565,56,Sales,10,Manager,11800,No,34,4,4,2,38,5,No,4
E1566,24,Research & Development,14,Research Scientist,3200,Yes,2,1,1,1,2,1,Yes,2
E1567,43,Sales,9,Sales Representative,5900,No,16,4,3,1,21,3,No,4
E1568,38,Human Resources,4,Human Resources,5400,Yes,11,2,2,2,15,3,Yes,3
E1569,50,Research & Development,11,Research Scientist,8400,No,23,4,4,3,28,3,No,4
E1570,27,Sales,2,Sales Executive,3900,No,5,3,3,1,6,2,No,3
E1571,45,Sales,16,Sales Executive,7200,No,19,4,3,2,24,4,No,4
E1572,34,Research & Development,5,Laboratory Technician,5000,Yes,9,2,2,3,13,2,No,3
E1573,52,Human Resources,7,Manager,9600,No,25,4,3,5,31,4,No,4
E1574,31,Sales,12,Sales Representative,4300,Yes,6,2,1,1,8,2,Yes,3
E1575,47,Research & Development,3,Research Scientist,7900,No,21,4,4,1,26,3,No,4
E1576,36,Sales,10,Sales Executive,5600,No,11,3,3,2,14,2,No,3
E1577,29,Research & Development,14,Laboratory Technician,4100,Yes,6,2,2,2,7,2,No,3
E1578,54,Sales,5,Manager,10500,No,28,4,4,4,34,5,No,4
E1579,35,Human Resources,8,Human Resources,4800,Yes,10,2,2,3,12,2,Yes,3
E1580,42,Research & Development,19,Research Scientist,7000,No,17,4,3,1,22,3,No,4
E1581,26,Sales,4,Sales Representative,3500,Yes,4,1,1,1,5,1,Yes,2
E1582,49,Sales,6,Sales Executive,8100,No,23,3,3,2,29,4,No,4
E1583,33,Research & Development,9,Laboratory Technician,4900,Yes,8,2,2,1,11,2,No,3
E1584,51,Human Resources,17,Manager,9500,No,24,4,3,5,30,4,No,4
E1585,28,Sales,2,Sales Executive,3800,Yes,5,2,2,1,6,2,Yes,3
E1586,40,Research & Development,13,Research Scientist,6500,No,15,4,3,1,20,3,No,4
E1587,32,Sales,10,Sales Representative,4500,No,7,3,3,2,9,2,No,3
E1588,45,Sales,3,Sales Executive,7400,No,20,4,3,3,25,4,No,4
E1589,30,Research & Development,7,Laboratory Technician,4200,Yes,6,2,2,2,8,2,No,3
E1590,53,Human Resources,11,Manager,10200,No,27,4,4,4,32,5,No,4
E1591,34,Sales,5,Sales Representative,4700,Yes,9,2,1,1,11,2,Yes,3
E1592,46,Research & Development,2,Research Scientist,7700,No,21,4,3,1,25,3,No,4
E1593,37,Sales,12,Sales Executive,6000,Yes,12,3,2,2,16,3,Yes,3
E1594,31,Research & Development,16,Laboratory Technician,4400,No,7,3,3,2,10,2,No,3
E1595,48,Sales,7,Sales Executive,8200,No,22,4,4,4,28,4,No,4
E1596,25,Human Resources,5,Human Resources,3600,Yes,4,1,1,2,5,1,Yes,2
E1597,42,Sales,4,Sales Executive,6700,No,16,3,3,1,21,3,No,4
E1598,29,Research & Development,13,Laboratory Technician,4100,Yes,6,2,2,3,8,2,No,3
E1599,56,Sales,9,Manager,11900,No,32,4,4,2,38,5,No,4
E1600,35,Research & Development,3,Research Scientist,5700,No,11,3,3,2,15,3,No,3
E1601,51,Human Resources,16,Manager,9600,No,23,4,3,5,29,4,No,4
E1602,33,Sales,11,Sales Executive,5400,Yes,9,2,2,1,13,3,Yes,3
E1603,28,Research & Development,5,Research Scientist,4000,No,6,3,3,2,7,2,No,3
E1604,44,Sales,2,Sales Executive,7000,No,18,4,3,1,23,3,No,4
E1605,40,Research & Development,17,Laboratory Technician,5800,Yes,14,2,2,3,18,3,No,3
E1606,52,Sales,13,Manager,9800,No,25,4,4,3,31,4,No,4
E1607,26,Human Resources,7,Human Resources,3700,Yes,4,1,1,2,6,1,Yes,2
E1608,37,Sales,9,Sales Representative,4900,No,11,4,3,1,15,2,No,3
E1609,41,Research & Development,23,Research Scientist,6700,No,16,4,3,1,21,3,No,4
E1610,33,Sales,6,Sales Executive,5100,Yes,8,2,2,2,11,2,Yes,3
E1611,48,Research & Development,4,Laboratory Technician,6600,No,22,4,4,4,27,4,No,4
E1612,30,Sales,11,Sales Executive,4800,Yes,7,2,2,1,8,2,Yes,3
E1613,55,Research & Development,6,Manager,11000,No,30,4,3,2,35,5,No,4
E1614,32,Human Resources,15,Human Resources,4300,Yes,6,1,1,3,10,2,Yes,2
E1615,44,Sales,2,Sales Representative,6100,No,17,4,3,1,22,3,No,4
E1616,36,Research & Development,9,Laboratory Technician,5200,Yes,10,2,2,2,14,2,No,3
E1617,25,Sales,5,Sales Executive,3500,No,3,3,3,1,4,1,No,3
E1618,49,Research & Development,12,Research Scientist,7800,No,24,4,3,3,28,4,No,4
E1619,38,Human Resources,3,Human Resources,5300,Yes,12,2,2,2,16,3,Yes,3
E1620,34,Sales,14,Sales Executive,5600,No,11,3,3,1,13,2,No,3
E1621,51,Research & Development,19,Research Scientist,8300,No,22,4,4,4,30,3,No,4
E1622,27,Sales,7,Sales Representative,3900,Yes,5,2,1,1,6,2,Yes,2
E1623,46,Sales,4,Sales Executive,7300,No,20,4,3,2,25,4,No,4
E1624,33,Research & Development,10,Laboratory Technician,5000,Yes,8,2,2,3,12,2,No,3
E1625,29,Human Resources,6,Human Resources,4000,No,6,3,3,2,7,2,No,3
E1626,54,Research & Development,2,Manager,10300,No,27,4,4,5,33,5,No,4
E1627,40,Sales,21,Sales Executive,6200,Yes,13,2,2,1,19,3,Yes,3
E1628,35,Research & Development,15,Research Scientist,5700,No,12,3,3,2,16,3,No,3
E1629,23,Sales,9,Sales Representative,3100,Yes,2,1,1,1,2,1,Yes,2
E1630,42,Human Resources,13,Manager,8000,No,18,4,3,3,24,4,No,4
E1631,37,Research & Development,5,Laboratory Technician,5400,Yes,11,2,2,2,15,2,No,3
E1632,36,Sales,11,Sales Executive,5800,No,12,3,3,2,16,2,No,3
E1633,28,Sales,2,Sales Representative,3600,Yes,5,2,2,1,5,2,Yes,2
E1634,45,Research & Development,7,Research Scientist,7200,No,19,4,4,1,23,3,No,4
E1635,32,Human Resources,16,Human Resources,4500,Yes,7,1,1,3,11,2,Yes,2
E1636,56,Sales,4,Manager,11900,No,32,4,4,2,36,5,No,4
E1637,30,Research & Development,13,Laboratory Technician,4300,No,6,3,3,2,8,2,No,3
E1638,39,Sales,6,Sales Executive,6000,Yes,12,2,2,1,17,3,Yes,3
E1639,43,Research & Development,3,Research Scientist,6800,No,17,4,3,1,21,3,No,4
E1640,26,Sales,10,Sales Representative,3400,Yes,4,1,1,1,4,1,Yes,2
E1641,47,Human Resources,14,Manager,8900,No,22,4,4,4,26,4,No,4
E1642,35,Sales,5,Sales Executive,5000,No,8,3,3,1,10,2,No,3
E1643,40,Research & Development,15,Research Scientist,6200,No,12,4,3,2,18,3,No,4
E1644,26,Sales,7,Sales Representative,3400,Yes,3,1,2,1,4,2,Yes,3
E1645,45,Human Resources,4,Manager,8800,No,18,4,4,3,25,4,No,4
E1646,32,Research & Development,9,Laboratory Technician,4900,Yes,7,2,2,4,11,2,No,3
E1647,29,Sales,1,Sales Executive,4600,No,6,3,3,1,7,3,No,3
E1648,38,Research & Development,20,Research Scientist,6000,Yes,10,2,2,2,15,2,Yes,3
E1649,50,Sales,12,Sales Executive,7800,No,22,4,3,4,28,4,No,4
E1650,24,Research & Development,5,Laboratory Technician,3200,Yes,2,1,1,1,2,2,Yes,2
E1651,36,Human Resources,8,Human Resources,5000,No,10,4,3,2,14,3,No,3
E1652,41,Sales,14,Sales Executive,6300,No,14,3,3,1,19,3,No,4
E1653,27,Research & Development,3,Laboratory Technician,3800,Yes,4,2,2,2,6,2,No,3
E1654,54,Sales,2,Manager,10800,No,28,4,4,3,34,5,No,4
E1655,33,Sales,6,Sales Representative,4500,No,9,3,3,1,11,2,No,3
E1656,30,Research & Development,10,Research Scientist,5300,Yes,7,2,2,1,9,2,Yes,3
E1657,47,Human Resources,18,Manager,9200,No,21,4,3,5,29,4,No,4
E1658,25,Sales,4,Sales Representative,3300,Yes,2,1,1,1,3,1,Yes,2
E1659,43,Research & Development,7,Research Scientist,7100,No,16,4,4,2,22,3,No,4
E1660,34,Sales,11,Sales Executive,5500,Yes,9,2,2,1,12,2,Yes,3
E1661,52,Research & Development,1,Manager,10100,No,26,4,4,4,32,5,No,4
E1662,28,Human Resources,5,Human Resources,3900,No,4,3,3,2,6,2,No,3
E1663,39,Sales,13,Sales Executive,6100,Yes,12,2,2,1,18,3,Yes,3
E1664,31,Research & Development,6,Laboratory Technician,4600,No,7,3,3,3,10,2,No,3
E1665,55,Sales,9,Manager,11500,No,32,4,4,2,36,5,No,4
